"","name","abrev","country","PubID","affiliation","year","country_study","Journal","Jour_country","Jour_continent"
"729","Cossi, PF","PFC","Argentina",5,"Latin America",2015,"Argentina","Aquatic Toxicology","Netherlands","Europe"
"730","Beverly, B","BB","Argentina",5,"Latin America",2015,"Argentina","Aquatic Toxicology","Netherlands","Europe"
"731","Carlos, L","LCAR","Argentina",5,"Latin America",2015,"Argentina","Aquatic Toxicology","Netherlands","Europe"
"732","Kristoff, G","GK","Argentina",5,"Latin America",2015,"Argentina","Aquatic Toxicology","Netherlands","Europe"
"733","Petermann, JS","JSPT","Germany",6,"Europe",2015,"Costa Rica,Dominica,Puerto Rico,Netherlands,Honduras,Brazil","Ecology","United States","North America"
"734","Farjalla, VF","VINFFAR","Brazil",6,"Latin America",2015,"Costa Rica,Dominica,Puerto Rico,Netherlands,Honduras,Brazil","Ecology","United States","North America"
"735","Jocque, M","MERJQ","Belgium",6,"Europe",2015,"Costa Rica,Dominica,Puerto Rico,Netherlands,Honduras,Brazil","Ecology","United States","North America"
"736","Kratina, P","PKT","England",6,"Europe",2015,"Costa Rica,Dominica,Puerto Rico,Netherlands,Honduras,Brazil","Ecology","United States","North America"
"737","MacDonald, AAM","AAMM","Canada",6,"North America",2015,"Costa Rica,Dominica,Puerto Rico,Netherlands,Honduras,Brazil","Ecology","United States","North America"
"738","Marino, NAC","NACM","Brazil",6,"Latin America",2015,"Costa Rica,Dominica,Puerto Rico,Netherlands,Honduras,Brazil","Ecology","United States","North America"
"739","de Omena, PM","PMO","Brazil",6,"Latin America",2015,"Costa Rica,Dominica,Puerto Rico,Netherlands,Honduras,Brazil","Ecology","United States","North America"
"740","Piccoli, GCO","GCOP","Brazil",6,"Latin America",2015,"Costa Rica,Dominica,Puerto Rico,Netherlands,Honduras,Brazil","Ecology","United States","North America"
"741","Richardson, BA","BARD","Puerto Rico",6,"Latin America",2015,"Costa Rica,Dominica,Puerto Rico,Netherlands,Honduras,Brazil","Ecology","United States","North America"
"742","Richardson, MJ","MJRD","Puerto Rico",6,"Latin America",2015,"Costa Rica,Dominica,Puerto Rico,Netherlands,Honduras,Brazil","Ecology","United States","North America"
"743","Romero, GQ","GQR","Brazil",6,"Latin America",2015,"Costa Rica,Dominica,Puerto Rico,Netherlands,Honduras,Brazil","Ecology","United States","North America"
"744","Videla, M","MVDL","Argentina",6,"Latin America",2015,"Costa Rica,Dominica,Puerto Rico,Netherlands,Honduras,Brazil","Ecology","United States","North America"
"745","Srivastava, DS","DSRV","Canada",6,"North America",2015,"Costa Rica,Dominica,Puerto Rico,Netherlands,Honduras,Brazil","Ecology","United States","North America"
"746","Cortelezzi, A","ACOR","Argentina",7,"Latin America",2015,"Argentina","Iheringia Serie Zoologia","Brazil","Latin America"
"747","Ocon, C","CARSOCON","Argentina",7,"Latin America",2015,"Argentina","Iheringia Serie Zoologia","Brazil","Latin America"
"748","Lopez van Oosterom, MV","MVLO","Argentina",7,"Latin America",2015,"Argentina","Iheringia Serie Zoologia","Brazil","Latin America"
"749","Cepeda, R","RCEP","Argentina",7,"Latin America",2015,"Argentina","Iheringia Serie Zoologia","Brazil","Latin America"
"750","Rodrigues Capitulo, A","ARCO","Argentina",7,"Latin America",2015,"Argentina","Iheringia Serie Zoologia","Brazil","Latin America"
"751","Schmelz, RM","RMSH","Spain",8,"Europe",2015,"Honduras","Zootaxa","New Zealand","Oceania"
"752","Jocque, M","MERJQ","USA",8,"North America",2015,"Honduras","Zootaxa","New Zealand","Oceania"
"753","Collado, R","RCOL","Spain",8,"Europe",2015,"Honduras","Zootaxa","New Zealand","Oceania"
"754","Arcifa, MS","MSA","Brazil",9,"Latin America",2015,"Brazil","Journal of Limnology","Italy","Europe"
"755","dos Santos Ferreira, TC","TCSF","Brazil",9,"Latin America",2015,"Brazil","Journal of Limnology","Italy","Europe"
"756","Fileto, C","CFLO","Brazil",9,"Latin America",2015,"Brazil","Journal of Limnology","Italy","Europe"
"757","Maioli Castilho-Noll, MS","MSMC","Brazil",9,"Latin America",2015,"Brazil","Journal of Limnology","Italy","Europe"
"758","Bunioto, TC","TCB","Brazil",9,"Latin America",2015,"Brazil","Journal of Limnology","Italy","Europe"
"759","Minto, WJ","WJM","Brazil",9,"Latin America",2015,"Brazil","Journal of Limnology","Italy","Europe"
"760","Tupinambas, TH","THTP","Brazil",11,"Latin America",2015,"Brazil","Brazilian Journal of Biology","Brazil","Latin America"
"761","Pompeu, PS","PSPU","Brazil",11,"Latin America",2015,"Brazil","Brazilian Journal of Biology","Brazil","Latin America"
"762","Gandini, CV","CVG","Brazil",11,"Latin America",2015,"Brazil","Brazilian Journal of Biology","Brazil","Latin America"
"763","Hughes, RM","RMH","USA",11,"North America",2015,"Brazil","Brazilian Journal of Biology","Brazil","Latin America"
"764","Callisto, M","MC","Brazil",11,"Latin America",2015,"Brazil","Brazilian Journal of Biology","Brazil","Latin America"
"765","Zanotto-Arpellino, JP","JPZA","Argentina",12,"Latin America",2015,"Argentina","Iheringia Serie Zoologia","Brazil","Latin America"
"766","Principe, RE","REPR","Argentina",12,"Latin America",2015,"Argentina","Iheringia Serie Zoologia","Brazil","Latin America"
"767","Oberto, AM","AMO","Argentina",12,"Latin America",2015,"Argentina","Iheringia Serie Zoologia","Brazil","Latin America"
"768","Gualdoni, CM","CMG","Argentina",12,"Latin America",2015,"Argentina","Iheringia Serie Zoologia","Brazil","Latin America"
"769","Martins, I","IMS","Brazil",13,"Latin America",2015,"Brazil","Biota Neotropica","Brazil","Latin America"
"770","Sanches, B","BSA","Brazil",13,"Latin America",2015,"Brazil","Biota Neotropica","Brazil","Latin America"
"771","Kaufmann, PR","PHIRKAU","USA",13,"North America",2015,"Brazil","Biota Neotropica","Brazil","Latin America"
"772","Hughes, RM","RMH","USA",13,"North America",2015,"Brazil","Biota Neotropica","Brazil","Latin America"
"773","Santos, GB","GBSA","Brazil",13,"Latin America",2015,"Brazil","Biota Neotropica","Brazil","Latin America"
"774","Molozzi, J","JMZ","Brazil",13,"Latin America",2015,"Brazil","Biota Neotropica","Brazil","Latin America"
"775","Callisto, M","MC","Brazil",13,"Latin America",2015,"Brazil","Biota Neotropica","Brazil","Latin America"
"776","Valente-Neto, F","FVNT","Brazil",14,"Latin America",2015,"Brazil","Aquatic Ecology","Netherlands","Europe"
"777","Koroiva, R","RK","Brazil",14,"Latin America",2015,"Brazil","Aquatic Ecology","Netherlands","Europe"
"778","Fonseca-Gessner, AA","AAFG","Brazil",14,"Latin America",2015,"Brazil","Aquatic Ecology","Netherlands","Europe"
"779","Roque, FdO","FORQ","Brazil",14,"Latin America",2015,"Brazil","Aquatic Ecology","Netherlands","Europe"
"780","Moreyra, Ana Karina","AKMY","Brazil",15,"Latin America",2015,"Brazil","Sustainable Water Resources Management","Switzerland","Europe"
"781","Padovesi-Fonseca, Claudia","CPF","Brazil",15,"Latin America",2015,"Brazil","Sustainable Water Resources Management","Switzerland","Europe"
"782","Matsuda, Juliana Tiemi","JTM","Brazil",16,"Latin America",2015,"Brazil","Aquatic Ecology","Netherlands","Europe"
"783","Lansac-Toha, Fabio Amodeo","FALT","Brazil",16,"Latin America",2015,"Brazil","Aquatic Ecology","Netherlands","Europe"
"784","Martens, Koen","KMS","Belgium",16,"Europe",2015,"Brazil","Aquatic Ecology","Netherlands","Europe"
"785","Velho, Luiz FelipeM","LFVH","Brazil",16,"Latin America",2015,"Brazil","Aquatic Ecology","Netherlands","Europe"
"786","Mormul, Roger Paulo","RPML","Brazil",16,"Latin America",2015,"Brazil","Aquatic Ecology","Netherlands","Europe"
"787","Higuti, Janet","JH","Brazil",16,"Latin America",2015,"Brazil","Aquatic Ecology","Netherlands","Europe"
"788","Barnum, Thomas R.","TRB","USA",17,"North America",2015,"Panama","Ecology","United States","North America"
"789","Drake, John M.","JMD","USA",17,"North America",2015,"Panama","Ecology","United States","North America"
"790","Colon-Gaud, Checo","CCG","USA",17,"North America",2015,"Panama","Ecology","United States","North America"
"791","Rugenski, Amanda T.","ATRG","USA",17,"North America",2015,"Panama","Ecology","United States","North America"
"792","Frauendorf, Therese C.","THECFRA","Canada",17,"North America",2015,"Panama","Ecology","United States","North America"
"793","Connelly, Scott","SCOCONN","USA",17,"North America",2015,"Panama","Ecology","United States","North America"
"794","Kilham, Susan S.","SSK","USA",17,"North America",2015,"Panama","Ecology","United States","North America"
"795","Whiles, Matt R.","MRWS","USA",17,"North America",2015,"Panama","Ecology","United States","North America"
"796","Lips, Karen R.","KRL","USA",17,"North America",2015,"Panama","Ecology","United States","North America"
"797","Pringle, Catherine M.","CMP","USA",17,"North America",2015,"Panama","Ecology","United States","North America"
"798","Boyero, L","LUZBOY","Spain",20,"Europe",2015,"Latin America","Ecography","United Kingdom","Europe"
"799","Pearson, RG","RGP","Australia",20,"Oceania",2015,"Latin America","Ecography","United Kingdom","Europe"
"800","Swan, CM","CMSW","USA",20,"North America",2015,"Latin America","Ecography","United Kingdom","Europe"
"801","Hui, C","CHU","South Africa",20,"Africa",2015,"Latin America","Ecography","United Kingdom","Europe"
"802","Albariño, RJ","RJA","Argentina",20,"Latin America",2015,"Latin America","Ecography","United Kingdom","Europe"
"803","Arunachalam, M","MARU","India",20,"Asia",2015,"Latin America","Ecography","United Kingdom","Europe"
"804","Callisto, M","MC","Brazil",20,"Latin America",2015,"Latin America","Ecography","United Kingdom","Europe"
"805","Chará, J","JULCHA","Colombia",20,"Latin America",2015,"Latin America","Ecography","United Kingdom","Europe"
"806","Chará-Serna, AM","AMCS","Colombia",20,"Latin America",2015,"Latin America","Ecography","United Kingdom","Europe"
"807","Chauvet, E","ECH","France",20,"Europe",2015,"Latin America","Ecography","United Kingdom","Europe"
"808","Cornejo, A","ACO","Panama",20,"Latin America",2015,"Latin America","Ecography","United Kingdom","Europe"
"809","Dudgeon, D","DAVDUD","China",20,"Asia",2015,"Latin America","Ecography","United Kingdom","Europe"
"810","A. C. Encalada","ACE","Ecuador",20,"Latin America",2015,"Latin America","Ecography","United Kingdom","Europe"
"811","Ferreira, V","VERFERR","Portugal",20,"Europe",2015,"Latin America","Ecography","United Kingdom","Europe"
"812","Gessner, MO","MARGE","Germany",20,"Europe",2015,"Latin America","Ecography","United Kingdom","Europe"
"813","Gonçalves Jr, JF","JFG","Brazil",20,"Latin America",2015,"Latin America","Ecography","United Kingdom","Europe"
"814","Helson, JE","JEH","Canada",20,"North America",2015,"Latin America","Ecography","United Kingdom","Europe"
"815","Mathooko, JM","JMMO","Kenya",20,"Africa",2015,"Latin America","Ecography","United Kingdom","Europe"
"816","McKie, BG","BGM","Sweden",20,"Europe",2015,"Latin America","Ecography","United Kingdom","Europe"
"817","Moretti, MS","MSMR","Brazil",20,"Latin America",2015,"Latin America","Ecography","United Kingdom","Europe"
"818","Yule, CM","CMYU","Malaysia",20,"Asia",2015,"Latin America","Ecography","United Kingdom","Europe"
"819","Heino, Jani","JHI","Finland",21,"Europe",2015,"Latin America","Ecology and Evolution","United Kingdom","Europe"
"820","Melo, Adriano S.","ASM","Brazil",21,"Latin America",2015,"Latin America","Ecology and Evolution","United Kingdom","Europe"
"821","Bini, Luis Mauricio","LMBI","Brazil",21,"Latin America",2015,"Latin America","Ecology and Evolution","United Kingdom","Europe"
"822","Altermatt, F","FA","Switzerland",21,"Europe",2015,"Latin America","Ecology and Evolution","United Kingdom","Europe"
"823","Al-Shami, SA","SAA","Malaysia",21,"Asia",2015,"Latin America","Ecology and Evolution","United Kingdom","Europe"
"824","Angeler, DG","DGA","Sweden",21,"Europe",2015,"Latin America","Ecology and Evolution","United Kingdom","Europe"
"825","Bonada, N","NB","Spain",21,"Europe",2015,"Latin America","Ecology and Evolution","United Kingdom","Europe"
"826","Brand, C","CBR","Argentina",21,"Latin America",2015,"Latin America","Ecology and Evolution","United Kingdom","Europe"
"827","Callisto, M","MC","Brazil",21,"Latin America",2015,"Latin America","Ecology and Evolution","United Kingdom","Europe"
"828","Cottenie, K","KC","Canada",21,"North America",2015,"Latin America","Ecology and Evolution","United Kingdom","Europe"
"829","Dangles, O","OLIDAN","Ecuador",21,"Latin America",2015,"Latin America","Ecology and Evolution","United Kingdom","Europe"
"830","Dudgeon, D","DAVDUD","China",21,"Asia",2015,"Latin America","Ecology and Evolution","United Kingdom","Europe"
"831","Encalada, A","ACE","Ecuador",21,"Latin America",2015,"Latin America","Ecology and Evolution","United Kingdom","Europe"
"832","Gothe, E","EGO","Denmark",21,"Europe",2015,"Latin America","Ecology and Evolution","United Kingdom","Europe"
"833","Gronroos, M","MGR","Finland",21,"Europe",2015,"Latin America","Ecology and Evolution","United Kingdom","Europe"
"834","Hamada, N","NH","Brazil",21,"Latin America",2015,"Latin America","Ecology and Evolution","United Kingdom","Europe"
"835","Jacobsen, D","DENJD","Denmark",21,"Europe",2015,"Latin America","Ecology and Evolution","United Kingdom","Europe"
"836","Landeiro, VL","VLL","Brazil",21,"Latin America",2015,"Latin America","Ecology and Evolution","United Kingdom","Europe"
"837","Ligeiro, R","RAPLIG","Brazil",21,"Latin America",2015,"Latin America","Ecology and Evolution","United Kingdom","Europe"
"838","Martins, RT","RTM","Brazil",21,"Latin America",2015,"Latin America","Ecology and Evolution","United Kingdom","Europe"
"839","Miserendino, ML","MARLMIS","Argentina",21,"Latin America",2015,"Latin America","Ecology and Evolution","United Kingdom","Europe"
"840","Md Rawi, CS","CSMR","Malaysia",21,"Asia",2015,"Latin America","Ecology and Evolution","United Kingdom","Europe"
"841","Rodrigues, ME","MERD","Brazil",21,"Latin America",2015,"Latin America","Ecology and Evolution","United Kingdom","Europe"
"842","Oliveira Roque, Fd","FOR","Brazil",21,"Latin America",2015,"Latin America","Ecology and Evolution","United Kingdom","Europe"
"843","Sandin, L","LSN","Sweden",21,"Europe",2015,"Latin America","Ecology and Evolution","United Kingdom","Europe"
"844","Schmera, D","DSCH","Switzerland",21,"Europe",2015,"Latin America","Ecology and Evolution","United Kingdom","Europe"
"845","Sgarbi, LF","LFSG","Brazil",21,"Latin America",2015,"Latin America","Ecology and Evolution","United Kingdom","Europe"
"846","Simaika, JP","JPSM","South Africa",21,"Africa",2015,"Latin America","Ecology and Evolution","United Kingdom","Europe"
"847","Siqueira, T","TSQU","Brazil",21,"Latin America",2015,"Latin America","Ecology and Evolution","United Kingdom","Europe"
"848","Thompson, RM","RMTP","Australia",21,"Oceania",2015,"Latin America","Ecology and Evolution","United Kingdom","Europe"
"849","Townsend, CR","CRTW","New Zealand",21,"Oceania",2015,"Latin America","Ecology and Evolution","United Kingdom","Europe"
"850","Kranzfelder, P","PETKRA","USA",22,"North America",2015,"Costa Rica","Environmental Monitoring and Assessment","Netherlands","Europe"
"851","Ferrington, LCJr.","LEOCFERRJ","USA",22,"North America",2015,"Costa Rica","Environmental Monitoring and Assessment","Netherlands","Europe"
"852","Castro-Rebolledo, MI","MICR","Colombia",23,"Latin America",2015,"Colombia","International Journal of Limnology","France","Europe"
"853","Donato-Rondon, JC","JHOCDRON","Colombia",23,"Latin America",2015,"Colombia","International Journal of Limnology","France","Europe"
"854","Uieda, V. S.","VSUI","Brazil",24,"Latin America",2015,"Brazil","Brazilian Journal of Biology","Brazil","Latin America"
"855","Carvalho, E. M.","EMC","Brazil",24,"Latin America",2015,"Brazil","Brazilian Journal of Biology","Brazil","Latin America"
"856","Cordeiro, IRS","IRSC","Brazil",25,"Latin America",2015,"Brazil","Biodiversity Data Journal","Bulgaria","Europe"
"857","Moreira, FFF","FFFM","Brazil",25,"Latin America",2015,"Brazil","Biodiversity Data Journal","Bulgaria","Europe"
"858","Murria, Cesc","CESMURR","England",26,"Europe",2015,"Panama","Diversity and Distributions","United Kingdom","Europe"
"859","Rugenski, Amanda T.","ATRG","USA",26,"North America",2015,"Panama","Diversity and Distributions","United Kingdom","Europe"
"860","Whiles, Matt R.","MRWS","USA",26,"North America",2015,"Panama","Diversity and Distributions","United Kingdom","Europe"
"861","Vogler, Alfried P.","APVL","England",26,"Europe",2015,"Panama","Diversity and Distributions","United Kingdom","Europe"
"862","Saito, Victor S.","VSS","Brazil",27,"Latin America",2015,"Brazil","Journal of Biogeography","United Kingdom","Europe"
"863","Soininen, Janne","JSOI","Finland",27,"Europe",2015,"Brazil","Journal of Biogeography","United Kingdom","Europe"
"864","Fonseca-Gessner, Alaide A.","AAFG","Brazil",27,"Latin America",2015,"Brazil","Journal of Biogeography","United Kingdom","Europe"
"865","Siqueira, Tadeu","TSQU","Brazil",27,"Latin America",2015,"Brazil","Journal of Biogeography","United Kingdom","Europe"
